uid,area,outages,customers,percent_out,dt_stamp
Howard2023-03-02T21:30:36,Howard,0,136933,0.00,03/02/2023 09:30:36 PM
Talbot2023-02-16T12:45:35,Talbot,0,23607,0.00,02/16/2023 12:45:35 PM
Washington2023-02-16T12:45:35,Washington,1,54074,0.00,02/16/2023 12:45:35 PM
Queen_Anne's2023-02-20T05:45:35,Queen Anne's,0,27201,0.00,02/20/2023 05:45:35 AM
Cecil2023-02-23T01:00:34,Cecil,0,50233,0.00,02/23/2023 01:00:34 AM
Charles2023-02-23T01:00:34,Charles,0,70731,0.00,02/23/2023 01:00:34 AM
Garrett2023-02-26T16:15:37,Garrett,1,20466,0.00,02/26/2023 04:15:37 PM
Harford2023-02-26T16:15:37,Harford,16,113318,0.01,02/26/2023 04:15:37 PM
Howard2023-02-26T16:15:37,Howard,0,136890,0.00,02/26/2023 04:15:37 PM
Kent2023-02-26T16:15:37,Kent,0,12300,0.00,02/26/2023 04:15:37 PM
Kent2023-03-02T21:30:36,Kent,0,12294,0.00,03/02/2023 09:30:36 PM
Montgomery2023-03-02T21:30:36,Montgomery,0,382897,0.00,03/02/2023 09:30:36 PM
Montgomery2023-02-26T16:15:37,Montgomery,16,382870,0.00,02/26/2023 04:15:37 PM
Prince_George's2023-02-26T16:15:37,Prince George's,0,347865,0.00,02/26/2023 04:15:37 PM
Queen_Anne's2023-02-26T16:15:37,Queen Anne's,0,27211,0.00,02/26/2023 04:15:37 PM
Charles2023-02-12T08:45:36,Charles,0,70731,0.00,02/12/2023 08:45:36 AM
Dorchester2023-02-12T08:45:36,Dorchester,0,19789,0.00,02/12/2023 08:45:36 AM
Frederick2023-02-12T08:45:36,Frederick,1,116320,0.00,02/12/2023 08:45:36 AM
Garrett2023-02-12T08:45:36,Garrett,1,20466,0.00,02/12/2023 08:45:36 AM
Harford2023-02-12T08:45:36,Harford,0,113298,0.00,02/12/2023 08:45:36 AM
Kent2023-02-14T22:30:39,Kent,0,12296,0.00,02/14/2023 10:30:39 PM
Montgomery2023-02-14T22:30:39,Montgomery,7,382984,0.00,02/14/2023 10:30:39 PM
Prince_George's2023-02-14T22:30:39,Prince George's,4,347787,0.00,02/14/2023 10:30:39 PM
Queen_Anne's2023-02-14T22:30:39,Queen Anne's,0,27185,0.00,02/14/2023 10:30:39 PM
Somerset2023-02-14T22:30:39,Somerset,0,11411,0.00,02/14/2023 10:30:39 PM
St._Mary's2023-02-14T22:30:39,St. Mary's,1,55824,0.00,02/14/2023 10:30:39 PM
Talbot2023-02-14T22:30:39,Talbot,0,23590,0.00,02/14/2023 10:30:39 PM
Wicomico2023-02-16T12:45:35,Wicomico,0,49824,0.00,02/16/2023 12:45:35 PM
Dorchester2023-02-23T01:00:34,Dorchester,0,19778,0.00,02/23/2023 01:00:34 AM
Frederick2023-02-23T01:00:34,Frederick,0,116399,0.00,02/23/2023 01:00:34 AM
Garrett2023-02-23T01:00:34,Garrett,0,20466,0.00,02/23/2023 01:00:34 AM
Somerset2023-02-26T16:15:37,Somerset,0,11439,0.00,02/26/2023 04:15:37 PM
St._Mary's2023-02-26T16:15:37,St. Mary's,0,55803,0.00,02/26/2023 04:15:37 PM
Talbot2023-02-26T16:15:37,Talbot,0,23601,0.00,02/26/2023 04:15:37 PM
Washington2023-02-26T16:15:37,Washington,0,54073,0.00,02/26/2023 04:15:37 PM
Wicomico2023-02-26T16:15:37,Wicomico,0,49910,0.00,02/26/2023 04:15:37 PM
Worcester2023-02-26T16:15:37,Worcester,0,59680,0.00,02/26/2023 04:15:37 PM
Allegany2023-02-26T16:30:35,Allegany,0,37530,0.00,02/26/2023 04:30:35 PM
Anne_Arundel2023-02-26T16:30:35,Anne Arundel,4,260037,0.00,02/26/2023 04:30:35 PM
Baltimore2023-02-26T16:30:35,Baltimore,4,375845,0.00,02/26/2023 04:30:35 PM
Baltimore_City2023-02-26T16:30:35,Baltimore City,29,281977,0.01,02/26/2023 04:30:35 PM
Baltimore2023-02-18T17:30:37,Baltimore,4,375732,0.00,02/18/2023 05:30:37 PM
Baltimore_City2023-02-18T17:30:37,Baltimore City,5,281705,0.00,02/18/2023 05:30:37 PM
Calvert2023-02-18T17:30:37,Calvert,0,41821,0.00,02/18/2023 05:30:37 PM
Caroline2023-02-18T17:30:37,Caroline,0,16248,0.00,02/18/2023 05:30:37 PM
Carroll2023-02-18T17:30:37,Carroll,0,76235,0.00,02/18/2023 05:30:37 PM
Cecil2023-02-18T17:30:37,Cecil,0,50234,0.00,02/18/2023 05:30:37 PM
Charles2023-02-18T17:30:37,Charles,0,70731,0.00,02/18/2023 05:30:37 PM
Dorchester2023-02-18T17:30:37,Dorchester,0,19788,0.00,02/18/2023 05:30:37 PM
Frederick2023-02-18T17:30:37,Frederick,1,116399,0.00,02/18/2023 05:30:37 PM
Garrett2023-02-18T17:30:37,Garrett,1,20466,0.00,02/18/2023 05:30:37 PM
Harford2023-02-18T17:30:37,Harford,0,113304,0.00,02/18/2023 05:30:37 PM
Howard2023-02-18T17:30:37,Howard,0,136858,0.00,02/18/2023 05:30:37 PM
Kent2023-02-18T17:30:37,Kent,0,12298,0.00,02/18/2023 05:30:37 PM
Montgomery2023-02-18T17:30:37,Montgomery,4,382965,0.00,02/18/2023 05:30:37 PM
Prince_George's2023-02-18T17:30:37,Prince George's,11,347801,0.00,02/18/2023 05:30:37 PM
Queen_Anne's2023-02-18T17:30:37,Queen Anne's,0,27199,0.00,02/18/2023 05:30:37 PM
St._Mary's2023-02-20T20:45:35,St. Mary's,0,55824,0.00,02/20/2023 08:45:35 PM
Talbot2023-02-20T20:45:35,Talbot,0,23589,0.00,02/20/2023 08:45:35 PM
Washington2023-02-20T20:45:35,Washington,1,54073,0.00,02/20/2023 08:45:35 PM
Wicomico2023-02-20T20:45:35,Wicomico,0,49871,0.00,02/20/2023 08:45:35 PM
Worcester2023-02-20T20:45:35,Worcester,0,59645,0.00,02/20/2023 08:45:35 PM
Calvert2023-02-26T16:30:35,Calvert,0,41830,0.00,02/26/2023 04:30:35 PM
Caroline2023-02-26T16:30:35,Caroline,0,16241,0.00,02/26/2023 04:30:35 PM
Carroll2023-02-26T16:30:35,Carroll,0,76245,0.00,02/26/2023 04:30:35 PM
Cecil2023-02-26T16:30:35,Cecil,0,50237,0.00,02/26/2023 04:30:35 PM
Prince_George's2023-03-02T21:30:36,Prince George's,4,347870,0.00,03/02/2023 09:30:36 PM
Queen_Anne's2023-03-02T21:30:36,Queen Anne's,0,27200,0.00,03/02/2023 09:30:36 PM
Somerset2023-03-02T21:30:36,Somerset,0,11430,0.00,03/02/2023 09:30:36 PM
St._Mary's2023-03-02T21:30:36,St. Mary's,0,55803,0.00,03/02/2023 09:30:36 PM
Talbot2023-03-02T21:30:36,Talbot,0,23582,0.00,03/02/2023 09:30:36 PM
Washington2023-03-02T21:30:36,Washington,1,54067,0.00,03/02/2023 09:30:36 PM
Wicomico2023-03-02T21:30:36,Wicomico,0,49895,0.00,03/02/2023 09:30:36 PM
Worcester2023-03-02T21:30:36,Worcester,0,59667,0.00,03/02/2023 09:30:36 PM
Somerset2023-02-12T13:45:36,Somerset,0,11426,0.00,02/12/2023 01:45:36 PM
St._Mary's2023-02-12T13:45:36,St. Mary's,0,55824,0.00,02/12/2023 01:45:36 PM
Allegany2023-02-20T21:00:35,Allegany,0,37531,0.00,02/20/2023 09:00:35 PM
Anne_Arundel2023-02-20T21:00:35,Anne Arundel,4,259986,0.00,02/20/2023 09:00:35 PM
Baltimore2023-02-20T21:00:35,Baltimore,6,375742,0.00,02/20/2023 09:00:35 PM
Baltimore_City2023-02-20T21:00:35,Baltimore City,4,281733,0.00,02/20/2023 09:00:35 PM
Calvert2023-02-20T21:00:35,Calvert,0,41821,0.00,02/20/2023 09:00:35 PM
Caroline2023-02-20T21:00:35,Caroline,0,16237,0.00,02/20/2023 09:00:35 PM
Carroll2023-02-20T21:00:35,Carroll,0,76237,0.00,02/20/2023 09:00:35 PM
Cecil2023-02-20T21:00:35,Cecil,16,50236,0.03,02/20/2023 09:00:35 PM
Charles2023-02-20T21:00:35,Charles,0,70731,0.00,02/20/2023 09:00:35 PM
Dorchester2023-02-20T21:00:35,Dorchester,0,19778,0.00,02/20/2023 09:00:35 PM
Frederick2023-02-20T21:00:35,Frederick,0,116399,0.00,02/20/2023 09:00:35 PM
Garrett2023-02-20T21:00:35,Garrett,0,20466,0.00,02/20/2023 09:00:35 PM
Harford2023-02-20T21:00:35,Harford,0,113307,0.00,02/20/2023 09:00:35 PM
Howard2023-02-20T21:00:35,Howard,0,136860,0.00,02/20/2023 09:00:35 PM
Kent2023-02-20T21:00:35,Kent,0,12298,0.00,02/20/2023 09:00:35 PM
Montgomery2023-02-20T21:00:35,Montgomery,0,382965,0.00,02/20/2023 09:00:35 PM
Prince_George's2023-02-20T21:00:35,Prince George's,4,347801,0.00,02/20/2023 09:00:35 PM
Queen_Anne's2023-02-20T21:00:35,Queen Anne's,0,27197,0.00,02/20/2023 09:00:35 PM
Somerset2023-02-20T21:00:35,Somerset,0,11429,0.00,02/20/2023 09:00:35 PM
Harford2023-02-23T01:00:34,Harford,0,113312,0.00,02/23/2023 01:00:34 AM
Talbot2023-02-12T13:45:36,Talbot,0,23608,0.00,02/12/2023 01:45:36 PM
Washington2023-02-12T13:45:36,Washington,0,54074,0.00,02/12/2023 01:45:36 PM
Wicomico2023-02-12T13:45:36,Wicomico,0,49832,0.00,02/12/2023 01:45:36 PM
Worcester2023-02-12T13:45:36,Worcester,0,59673,0.00,02/12/2023 01:45:36 PM
Allegany2023-02-12T14:00:36,Allegany,0,37525,0.00,02/12/2023 02:00:36 PM
Anne_Arundel2023-02-12T14:00:36,Anne Arundel,10,259965,0.00,02/12/2023 02:00:36 PM
Baltimore2023-02-12T14:00:36,Baltimore,0,375659,0.00,02/12/2023 02:00:36 PM
Washington2023-02-14T22:30:39,Washington,0,54074,0.00,02/14/2023 10:30:39 PM
Wicomico2023-02-14T22:30:39,Wicomico,0,49825,0.00,02/14/2023 10:30:39 PM
Worcester2023-02-14T22:30:39,Worcester,0,59657,0.00,02/14/2023 10:30:39 PM
Charles2023-02-16T05:15:35,Charles,49,70731,0.07,02/16/2023 05:15:35 AM
Dorchester2023-02-16T05:15:35,Dorchester,0,19787,0.00,02/16/2023 05:15:35 AM
Frederick2023-02-16T05:15:35,Frederick,0,116399,0.00,02/16/2023 05:15:35 AM
Garrett2023-02-16T05:15:35,Garrett,0,20466,0.00,02/16/2023 05:15:35 AM
Harford2023-02-16T05:15:35,Harford,0,113304,0.00,02/16/2023 05:15:35 AM
Howard2023-02-16T05:15:35,Howard,0,137509,0.00,02/16/2023 05:15:35 AM
Kent2023-02-16T05:15:35,Kent,0,12297,0.00,02/16/2023 05:15:35 AM
Montgomery2023-02-16T05:15:35,Montgomery,0,382964,0.00,02/16/2023 05:15:35 AM
Somerset2023-02-18T17:30:37,Somerset,0,11431,0.00,02/18/2023 05:30:37 PM
St._Mary's2023-02-18T17:30:37,St. Mary's,0,55824,0.00,02/18/2023 05:30:37 PM
Talbot2023-02-18T17:30:37,Talbot,0,23607,0.00,02/18/2023 05:30:37 PM
Howard2023-02-23T01:00:34,Howard,4,136870,0.00,02/23/2023 01:00:34 AM
Charles2023-02-26T16:30:35,Charles,0,70724,0.00,02/26/2023 04:30:35 PM
Allegany2023-02-28T14:00:41,Allegany,1,37530,0.00,02/28/2023 02:00:41 PM
Anne_Arundel2023-02-28T14:00:41,Anne Arundel,4,260057,0.00,02/28/2023 02:00:41 PM
Baltimore2023-02-28T14:00:41,Baltimore,10,375948,0.00,02/28/2023 02:00:41 PM
Baltimore_City2023-02-28T14:00:41,Baltimore City,90,282007,0.03,02/28/2023 02:00:41 PM
Calvert2023-02-28T14:00:41,Calvert,1,41830,0.00,02/28/2023 02:00:41 PM
Caroline2023-02-28T14:00:41,Caroline,2,16236,0.01,02/28/2023 02:00:41 PM
Allegany2023-03-02T21:45:41,Allegany,0,37530,0.00,03/02/2023 09:45:41 PM
Anne_Arundel2023-03-02T21:45:41,Anne Arundel,0,260082,0.00,03/02/2023 09:45:41 PM
Baltimore2023-03-02T21:45:41,Baltimore,496,376048,0.13,03/02/2023 09:45:41 PM
Baltimore_City2023-03-02T21:45:41,Baltimore City,4,282255,0.00,03/02/2023 09:45:41 PM
Calvert2023-03-02T21:45:41,Calvert,0,41831,0.00,03/02/2023 09:45:41 PM
Caroline2023-03-02T21:45:41,Caroline,0,16228,0.00,03/02/2023 09:45:41 PM
Carroll2023-03-02T21:45:41,Carroll,168,76259,0.22,03/02/2023 09:45:41 PM
Prince_George's2023-02-16T05:15:35,Prince George's,4,347782,0.00,02/16/2023 05:15:35 AM
Washington2023-02-18T17:30:37,Washington,0,54074,0.00,02/18/2023 05:30:37 PM
Wicomico2023-02-18T17:30:37,Wicomico,0,49881,0.00,02/18/2023 05:30:37 PM
Worcester2023-02-18T17:30:37,Worcester,0,59666,0.00,02/18/2023 05:30:37 PM
Allegany2023-02-18T18:15:35,Allegany,0,37532,0.00,02/18/2023 06:15:35 PM
Kent2023-02-23T01:00:34,Kent,0,12295,0.00,02/23/2023 01:00:34 AM
Montgomery2023-02-23T01:00:34,Montgomery,0,382961,0.00,02/23/2023 01:00:34 AM
Prince_George's2023-02-23T01:00:34,Prince George's,10,347810,0.00,02/23/2023 01:00:34 AM
Queen_Anne's2023-02-23T01:00:34,Queen Anne's,0,27193,0.00,02/23/2023 01:00:34 AM
Carroll2023-02-28T14:00:41,Carroll,0,76250,0.00,02/28/2023 02:00:41 PM
Baltimore_City2023-02-12T14:00:36,Baltimore City,4,281513,0.00,02/12/2023 02:00:36 PM
Anne_Arundel2023-02-18T18:15:35,Anne Arundel,5,259974,0.00,02/18/2023 06:15:35 PM
Allegany2023-02-14T22:45:33,Allegany,0,37533,0.00,02/14/2023 10:45:33 PM
Anne_Arundel2023-02-14T22:45:33,Anne Arundel,4,259981,0.00,02/14/2023 10:45:33 PM
Baltimore2023-02-14T22:45:33,Baltimore,0,375675,0.00,02/14/2023 10:45:33 PM
Allegany2023-02-18T17:45:34,Allegany,0,37532,0.00,02/18/2023 05:45:34 PM
Anne_Arundel2023-02-18T17:45:34,Anne Arundel,5,259974,0.00,02/18/2023 05:45:34 PM
Baltimore2023-02-18T17:45:34,Baltimore,4,375732,0.00,02/18/2023 05:45:34 PM
Baltimore_City2023-02-18T17:45:34,Baltimore City,5,281705,0.00,02/18/2023 05:45:34 PM
Calvert2023-02-18T17:45:34,Calvert,0,41821,0.00,02/18/2023 05:45:34 PM
Caroline2023-02-18T17:45:34,Caroline,0,16248,0.00,02/18/2023 05:45:34 PM
Carroll2023-02-18T17:45:34,Carroll,0,76235,0.00,02/18/2023 05:45:34 PM
Cecil2023-02-18T17:45:34,Cecil,0,50234,0.00,02/18/2023 05:45:34 PM
Charles2023-02-18T17:45:34,Charles,0,70731,0.00,02/18/2023 05:45:34 PM
Dorchester2023-02-18T17:45:34,Dorchester,0,19788,0.00,02/18/2023 05:45:34 PM
Frederick2023-02-18T17:45:34,Frederick,1,116399,0.00,02/18/2023 05:45:34 PM
Garrett2023-02-18T17:45:34,Garrett,1,20466,0.00,02/18/2023 05:45:34 PM
Harford2023-02-18T17:45:34,Harford,0,113304,0.00,02/18/2023 05:45:34 PM
Howard2023-02-18T17:45:34,Howard,0,136858,0.00,02/18/2023 05:45:34 PM
Somerset2023-02-23T01:00:34,Somerset,0,11426,0.00,02/23/2023 01:00:34 AM
St._Mary's2023-02-23T01:00:34,St. Mary's,0,55824,0.00,02/23/2023 01:00:34 AM
Talbot2023-02-23T01:00:34,Talbot,0,23606,0.00,02/23/2023 01:00:34 AM
Washington2023-02-23T01:00:34,Washington,0,54073,0.00,02/23/2023 01:00:34 AM
Wicomico2023-02-23T01:00:34,Wicomico,0,49857,0.00,02/23/2023 01:00:34 AM
Worcester2023-02-23T01:00:34,Worcester,0,59648,0.00,02/23/2023 01:00:34 AM
Dorchester2023-02-26T16:30:35,Dorchester,0,19781,0.00,02/26/2023 04:30:35 PM
Frederick2023-02-26T16:30:35,Frederick,0,116399,0.00,02/26/2023 04:30:35 PM
Garrett2023-02-26T16:30:35,Garrett,1,20466,0.00,02/26/2023 04:30:35 PM
Harford2023-02-26T16:30:35,Harford,16,113318,0.01,02/26/2023 04:30:35 PM
Howard2023-02-26T16:30:35,Howard,0,136890,0.00,02/26/2023 04:30:35 PM
Cecil2023-03-02T21:45:41,Cecil,0,50230,0.00,03/02/2023 09:45:41 PM
Charles2023-03-02T21:45:41,Charles,0,70724,0.00,03/02/2023 09:45:41 PM
Kent2023-02-18T17:45:34,Kent,0,12298,0.00,02/18/2023 05:45:34 PM
Montgomery2023-02-18T17:45:34,Montgomery,0,382965,0.00,02/18/2023 05:45:34 PM
Somerset2023-02-20T05:45:35,Somerset,0,11431,0.00,02/20/2023 05:45:35 AM
St._Mary's2023-02-20T05:45:35,St. Mary's,0,55824,0.00,02/20/2023 05:45:35 AM
Talbot2023-02-20T05:45:35,Talbot,0,23607,0.00,02/20/2023 05:45:35 AM
Washington2023-02-20T05:45:35,Washington,0,54074,0.00,02/20/2023 05:45:35 AM
Wicomico2023-02-20T05:45:35,Wicomico,0,49886,0.00,02/20/2023 05:45:35 AM
Charles2023-02-24T11:45:36,Charles,0,70731,0.00,02/24/2023 11:45:36 AM
Kent2023-02-26T16:30:35,Kent,0,12300,0.00,02/26/2023 04:30:35 PM
Howard2023-02-12T08:45:36,Howard,6,137521,0.00,02/12/2023 08:45:36 AM
Kent2023-02-12T08:45:36,Kent,0,12297,0.00,02/12/2023 08:45:36 AM
Montgomery2023-02-12T08:45:36,Montgomery,20,382984,0.01,02/12/2023 08:45:36 AM
Prince_George's2023-02-12T08:45:36,Prince George's,0,347783,0.00,02/12/2023 08:45:36 AM
Queen_Anne's2023-02-12T08:45:36,Queen Anne's,0,27188,0.00,02/12/2023 08:45:36 AM
Somerset2023-02-12T08:45:36,Somerset,0,11426,0.00,02/12/2023 08:45:36 AM
St._Mary's2023-02-12T08:45:36,St. Mary's,1,55824,0.00,02/12/2023 08:45:36 AM
Baltimore_City2023-02-14T22:45:33,Baltimore City,4,281477,0.00,02/14/2023 10:45:33 PM
Calvert2023-02-14T22:45:33,Calvert,0,41818,0.00,02/14/2023 10:45:33 PM
Caroline2023-02-14T22:45:33,Caroline,0,16235,0.00,02/14/2023 10:45:33 PM
Carroll2023-02-14T22:45:33,Carroll,4,76220,0.01,02/14/2023 10:45:33 PM
Cecil2023-02-14T22:45:33,Cecil,0,50230,0.00,02/14/2023 10:45:33 PM
Charles2023-02-14T22:45:33,Charles,7,70731,0.01,02/14/2023 10:45:33 PM
Allegany2023-02-23T01:15:36,Allegany,1,37530,0.00,02/23/2023 01:15:36 AM
Anne_Arundel2023-02-23T01:15:36,Anne Arundel,0,260021,0.00,02/23/2023 01:15:36 AM
Baltimore2023-02-23T01:15:36,Baltimore,0,375794,0.00,02/23/2023 01:15:36 AM
Baltimore_City2023-02-23T01:15:36,Baltimore City,4,281826,0.00,02/23/2023 01:15:36 AM
Montgomery2023-02-26T16:30:35,Montgomery,16,382870,0.00,02/26/2023 04:30:35 PM
Prince_George's2023-02-26T16:30:35,Prince George's,0,347865,0.00,02/26/2023 04:30:35 PM
Queen_Anne's2023-02-26T16:30:35,Queen Anne's,0,27211,0.00,02/26/2023 04:30:35 PM
Somerset2023-02-26T16:30:35,Somerset,0,11439,0.00,02/26/2023 04:30:35 PM
St._Mary's2023-02-26T16:30:35,St. Mary's,0,55803,0.00,02/26/2023 04:30:35 PM
Talbot2023-02-26T16:30:35,Talbot,0,23601,0.00,02/26/2023 04:30:35 PM
Washington2023-02-26T16:30:35,Washington,0,54073,0.00,02/26/2023 04:30:35 PM
Cecil2023-02-28T14:00:41,Cecil,0,50239,0.00,02/28/2023 02:00:41 PM
Charles2023-02-28T14:00:41,Charles,0,70724,0.00,02/28/2023 02:00:41 PM
Dorchester2023-03-02T21:45:41,Dorchester,0,19763,0.00,03/02/2023 09:45:41 PM
Dorchester2023-02-14T22:45:33,Dorchester,0,19780,0.00,02/14/2023 10:45:33 PM
Frederick2023-02-14T22:45:33,Frederick,0,116320,0.00,02/14/2023 10:45:33 PM
Garrett2023-02-14T22:45:33,Garrett,0,20466,0.00,02/14/2023 10:45:33 PM
Harford2023-02-14T22:45:33,Harford,4,113302,0.00,02/14/2023 10:45:33 PM
Howard2023-02-14T22:45:33,Howard,0,137526,0.00,02/14/2023 10:45:33 PM
Prince_George's2023-02-18T17:45:34,Prince George's,4,347801,0.00,02/18/2023 05:45:34 PM
Queen_Anne's2023-02-18T17:45:34,Queen Anne's,0,27199,0.00,02/18/2023 05:45:34 PM
Somerset2023-02-18T17:45:34,Somerset,0,11431,0.00,02/18/2023 05:45:34 PM
St._Mary's2023-02-18T17:45:34,St. Mary's,0,55824,0.00,02/18/2023 05:45:34 PM
Talbot2023-02-18T17:45:34,Talbot,0,23607,0.00,02/18/2023 05:45:34 PM
Washington2023-02-18T17:45:34,Washington,0,54074,0.00,02/18/2023 05:45:34 PM
Wicomico2023-02-18T17:45:34,Wicomico,0,49881,0.00,02/18/2023 05:45:34 PM
Worcester2023-02-18T17:45:34,Worcester,0,59666,0.00,02/18/2023 05:45:34 PM
Worcester2023-02-20T05:45:35,Worcester,0,59663,0.00,02/20/2023 05:45:35 AM
Calvert2023-02-23T01:15:36,Calvert,0,41821,0.00,02/23/2023 01:15:36 AM
Harford2023-02-24T18:30:34,Harford,0,113318,0.00,02/24/2023 06:30:34 PM
Howard2023-02-24T18:30:34,Howard,4,136887,0.00,02/24/2023 06:30:34 PM
Frederick2023-03-02T21:45:41,Frederick,0,116375,0.00,03/02/2023 09:45:41 PM
Garrett2023-03-02T21:45:41,Garrett,0,20464,0.00,03/02/2023 09:45:41 PM
Harford2023-03-02T21:45:41,Harford,4,113327,0.00,03/02/2023 09:45:41 PM
Howard2023-03-02T21:45:41,Howard,0,136933,0.00,03/02/2023 09:45:41 PM
St._Mary's2023-02-20T21:00:35,St. Mary's,0,55824,0.00,02/20/2023 09:00:35 PM
Talbot2023-02-20T21:00:35,Talbot,0,23589,0.00,02/20/2023 09:00:35 PM
Kent2023-03-02T21:45:41,Kent,0,12294,0.00,03/02/2023 09:45:41 PM
Montgomery2023-03-02T21:45:41,Montgomery,0,382897,0.00,03/02/2023 09:45:41 PM
Prince_George's2023-03-02T21:45:41,Prince George's,4,347870,0.00,03/02/2023 09:45:41 PM
Queen_Anne's2023-03-02T21:45:41,Queen Anne's,0,27200,0.00,03/02/2023 09:45:41 PM
Kent2023-02-14T22:45:33,Kent,0,12296,0.00,02/14/2023 10:45:33 PM
Montgomery2023-02-14T22:45:33,Montgomery,7,382984,0.00,02/14/2023 10:45:33 PM
Prince_George's2023-02-14T22:45:33,Prince George's,4,347787,0.00,02/14/2023 10:45:33 PM
Washington2023-02-20T21:00:35,Washington,113,54073,0.21,02/20/2023 09:00:35 PM
Wicomico2023-02-20T21:00:35,Wicomico,0,49871,0.00,02/20/2023 09:00:35 PM
Worcester2023-02-20T21:00:35,Worcester,0,59645,0.00,02/20/2023 09:00:35 PM
Allegany2023-02-22T10:30:36,Allegany,44,37532,0.12,02/22/2023 10:30:36 AM
Anne_Arundel2023-02-22T10:30:36,Anne Arundel,0,260006,0.00,02/22/2023 10:30:36 AM
Baltimore2023-02-22T10:30:36,Baltimore,0,375749,0.00,02/22/2023 10:30:36 AM
Baltimore_City2023-02-22T10:30:36,Baltimore City,17,281685,0.01,02/22/2023 10:30:36 AM
Calvert2023-02-22T10:30:36,Calvert,14,41821,0.03,02/22/2023 10:30:36 AM
Somerset2023-03-02T21:45:41,Somerset,0,11430,0.00,03/02/2023 09:45:41 PM
Caroline2023-02-22T10:30:36,Caroline,2,16238,0.01,02/22/2023 10:30:36 AM
Carroll2023-02-22T10:30:36,Carroll,1,76236,0.00,02/22/2023 10:30:36 AM
Caroline2023-02-23T01:15:36,Caroline,0,16226,0.00,02/23/2023 01:15:36 AM
Carroll2023-02-23T01:15:36,Carroll,0,76242,0.00,02/23/2023 01:15:36 AM
Cecil2023-02-23T01:15:36,Cecil,0,50233,0.00,02/23/2023 01:15:36 AM
St._Mary's2023-03-02T21:45:41,St. Mary's,0,55803,0.00,03/02/2023 09:45:41 PM
Talbot2023-03-02T21:45:41,Talbot,0,23582,0.00,03/02/2023 09:45:41 PM
Washington2023-03-02T21:45:41,Washington,1,54067,0.00,03/02/2023 09:45:41 PM
Wicomico2023-03-02T21:45:41,Wicomico,0,49895,0.00,03/02/2023 09:45:41 PM
Charles2023-02-23T01:15:36,Charles,0,70731,0.00,02/23/2023 01:15:36 AM
Wicomico2023-02-26T16:30:35,Wicomico,0,49910,0.00,02/26/2023 04:30:35 PM
Dorchester2023-02-23T01:15:36,Dorchester,0,19778,0.00,02/23/2023 01:15:36 AM
Frederick2023-02-23T01:15:36,Frederick,0,116399,0.00,02/23/2023 01:15:36 AM
Worcester2023-02-26T16:30:35,Worcester,0,59680,0.00,02/26/2023 04:30:35 PM
Allegany2023-02-28T09:15:35,Allegany,0,37530,0.00,02/28/2023 09:15:35 AM
Anne_Arundel2023-02-28T09:15:35,Anne Arundel,4,260057,0.00,02/28/2023 09:15:35 AM
Baltimore2023-02-28T09:15:35,Baltimore,4,375948,0.00,02/28/2023 09:15:35 AM
Worcester2023-03-02T21:45:41,Worcester,0,59667,0.00,03/02/2023 09:45:41 PM
Baltimore_City2023-02-28T09:15:35,Baltimore City,23,282007,0.01,02/28/2023 09:15:35 AM
Calvert2023-02-28T09:15:35,Calvert,4,41830,0.01,02/28/2023 09:15:35 AM
Caroline2023-02-28T09:15:35,Caroline,5,16242,0.03,02/28/2023 09:15:35 AM
Calvert2023-02-12T14:00:36,Calvert,0,41818,0.00,02/12/2023 02:00:36 PM
Caroline2023-02-12T14:00:36,Caroline,0,16247,0.00,02/12/2023 02:00:36 PM
Carroll2023-02-12T14:00:36,Carroll,4,76219,0.01,02/12/2023 02:00:36 PM
Cecil2023-02-12T14:00:36,Cecil,0,50239,0.00,02/12/2023 02:00:36 PM
Charles2023-02-12T14:00:36,Charles,0,70731,0.00,02/12/2023 02:00:36 PM
Dorchester2023-02-12T14:00:36,Dorchester,0,19789,0.00,02/12/2023 02:00:36 PM
Frederick2023-02-12T14:00:36,Frederick,1,116320,0.00,02/12/2023 02:00:36 PM
Garrett2023-02-12T14:00:36,Garrett,0,20466,0.00,02/12/2023 02:00:36 PM
Harford2023-02-12T14:00:36,Harford,0,113298,0.00,02/12/2023 02:00:36 PM
Allegany2023-02-18T18:00:34,Allegany,0,37532,0.00,02/18/2023 06:00:34 PM
Anne_Arundel2023-02-18T18:00:34,Anne Arundel,5,259974,0.00,02/18/2023 06:00:34 PM
Baltimore2023-02-18T18:00:34,Baltimore,4,375732,0.00,02/18/2023 06:00:34 PM
Baltimore_City2023-02-18T18:00:34,Baltimore City,5,281705,0.00,02/18/2023 06:00:34 PM
Calvert2023-02-18T18:00:34,Calvert,0,41821,0.00,02/18/2023 06:00:34 PM
Caroline2023-02-18T18:00:34,Caroline,0,16248,0.00,02/18/2023 06:00:34 PM
Howard2023-02-12T14:00:36,Howard,0,137521,0.00,02/12/2023 02:00:36 PM
Kent2023-02-12T14:00:36,Kent,0,12297,0.00,02/12/2023 02:00:36 PM
Montgomery2023-02-12T14:00:36,Montgomery,4,382984,0.00,02/12/2023 02:00:36 PM
Prince_George's2023-02-12T14:00:36,Prince George's,0,347783,0.00,02/12/2023 02:00:36 PM
Queen_Anne's2023-02-12T14:00:36,Queen Anne's,0,27188,0.00,02/12/2023 02:00:36 PM
Somerset2023-02-12T14:00:36,Somerset,0,11426,0.00,02/12/2023 02:00:36 PM
