uid,area,outages,customers,percent_out,dt_stamp
Montgomery2023-02-19T09:00:34,Montgomery,158,382965,0.04,02/19/2023 09:00:34 AM
Prince_George's2023-02-19T09:00:34,Prince George's,8,347801,0.00,02/19/2023 09:00:34 AM
Queen_Anne's2023-02-19T09:00:34,Queen Anne's,0,27201,0.00,02/19/2023 09:00:34 AM
Somerset2023-02-19T09:00:34,Somerset,0,11431,0.00,02/19/2023 09:00:34 AM
St._Mary's2023-02-19T09:00:34,St. Mary's,0,55824,0.00,02/19/2023 09:00:34 AM
Talbot2023-02-19T09:00:34,Talbot,0,23607,0.00,02/19/2023 09:00:34 AM
Washington2023-02-19T09:00:34,Washington,0,54074,0.00,02/19/2023 09:00:34 AM
Wicomico2023-02-19T09:00:34,Wicomico,0,49886,0.00,02/19/2023 09:00:34 AM
Worcester2023-02-19T09:00:34,Worcester,0,59663,0.00,02/19/2023 09:00:34 AM
Cecil2023-02-20T09:45:35,Cecil,4,50236,0.01,02/20/2023 09:45:35 AM
Charles2023-02-20T09:45:35,Charles,150,70731,0.21,02/20/2023 09:45:35 AM
Dorchester2023-02-20T09:45:35,Dorchester,0,19785,0.00,02/20/2023 09:45:35 AM
Frederick2023-02-20T09:45:35,Frederick,0,116399,0.00,02/20/2023 09:45:35 AM
Garrett2023-02-20T09:45:35,Garrett,0,20466,0.00,02/20/2023 09:45:35 AM
Harford2023-02-20T09:45:35,Harford,0,113307,0.00,02/20/2023 09:45:35 AM
Howard2023-02-20T09:45:35,Howard,4,136860,0.00,02/20/2023 09:45:35 AM
Frederick2023-02-25T22:30:36,Frederick,0,116399,0.00,02/25/2023 10:30:36 PM
Garrett2023-02-25T22:30:36,Garrett,0,20466,0.00,02/25/2023 10:30:36 PM
Harford2023-02-25T22:30:36,Harford,0,113318,0.00,02/25/2023 10:30:36 PM
Howard2023-02-25T22:30:36,Howard,0,136886,0.00,02/25/2023 10:30:36 PM
Kent2023-02-25T22:30:36,Kent,4,12301,0.03,02/25/2023 10:30:36 PM
Montgomery2023-02-25T22:30:36,Montgomery,4,382890,0.00,02/25/2023 10:30:36 PM
Prince_George's2023-02-25T22:30:36,Prince George's,4,347828,0.00,02/25/2023 10:30:36 PM
Queen_Anne's2023-02-25T22:30:36,Queen Anne's,0,27215,0.00,02/25/2023 10:30:36 PM
Somerset2023-02-25T22:30:36,Somerset,0,11441,0.00,02/25/2023 10:30:36 PM
St._Mary's2023-02-25T22:30:36,St. Mary's,0,55824,0.00,02/25/2023 10:30:36 PM
Talbot2023-02-25T22:30:36,Talbot,0,23602,0.00,02/25/2023 10:30:36 PM
Washington2023-02-25T22:30:36,Washington,0,54073,0.00,02/25/2023 10:30:36 PM
Caroline2023-02-28T02:30:34,Caroline,0,16230,0.00,02/28/2023 02:30:34 AM
Carroll2023-02-28T02:30:34,Carroll,0,76250,0.00,02/28/2023 02:30:34 AM
Cecil2023-02-28T02:30:34,Cecil,0,50236,0.00,02/28/2023 02:30:34 AM
Charles2023-02-28T02:30:34,Charles,0,70724,0.00,02/28/2023 02:30:34 AM
Dorchester2023-02-28T02:30:34,Dorchester,0,19777,0.00,02/28/2023 02:30:34 AM
Baltimore2023-02-12T06:00:37,Baltimore,0,375659,0.00,02/12/2023 06:00:37 AM
Baltimore_City2023-02-12T06:00:37,Baltimore City,0,281513,0.00,02/12/2023 06:00:37 AM
Calvert2023-02-12T06:00:37,Calvert,0,41845,0.00,02/12/2023 06:00:37 AM
Caroline2023-02-12T06:00:37,Caroline,0,16247,0.00,02/12/2023 06:00:37 AM
Carroll2023-02-12T06:00:37,Carroll,0,76219,0.00,02/12/2023 06:00:37 AM
Cecil2023-02-12T06:00:37,Cecil,0,50239,0.00,02/12/2023 06:00:37 AM
Charles2023-02-12T06:00:37,Charles,0,70753,0.00,02/12/2023 06:00:37 AM
Frederick2023-02-28T02:30:34,Frederick,0,116399,0.00,02/28/2023 02:30:34 AM
Garrett2023-02-28T02:30:34,Garrett,15,20466,0.07,02/28/2023 02:30:34 AM
Harford2023-02-28T02:30:34,Harford,4,113325,0.00,02/28/2023 02:30:34 AM
Howard2023-02-28T02:30:34,Howard,4,136920,0.00,02/28/2023 02:30:34 AM
Kent2023-02-28T02:30:34,Kent,0,12297,0.00,02/28/2023 02:30:34 AM
Montgomery2023-02-28T02:30:34,Montgomery,1,382898,0.00,02/28/2023 02:30:34 AM
Prince_George's2023-02-28T02:30:34,Prince George's,0,347927,0.00,02/28/2023 02:30:34 AM
Queen_Anne's2023-02-28T02:30:34,Queen Anne's,0,27211,0.00,02/28/2023 02:30:34 AM
Somerset2023-02-28T02:30:34,Somerset,0,11429,0.00,02/28/2023 02:30:34 AM
St._Mary's2023-02-28T02:30:34,St. Mary's,0,55803,0.00,02/28/2023 02:30:34 AM
Dorchester2023-02-12T06:00:37,Dorchester,0,19789,0.00,02/12/2023 06:00:37 AM
Frederick2023-02-12T06:00:37,Frederick,1,116320,0.00,02/12/2023 06:00:37 AM
Garrett2023-02-12T06:00:37,Garrett,1,20466,0.00,02/12/2023 06:00:37 AM
Harford2023-02-12T06:00:37,Harford,0,113298,0.00,02/12/2023 06:00:37 AM
Howard2023-02-12T06:00:37,Howard,42,137521,0.03,02/12/2023 06:00:37 AM
Kent2023-02-12T06:00:37,Kent,0,12297,0.00,02/12/2023 06:00:37 AM
Montgomery2023-02-12T06:00:37,Montgomery,0,382984,0.00,02/12/2023 06:00:37 AM
Prince_George's2023-02-12T06:00:37,Prince George's,0,347789,0.00,02/12/2023 06:00:37 AM
Charles2023-03-02T03:15:36,Charles,0,70724,0.00,03/02/2023 03:15:36 AM
Carroll2023-02-16T22:45:41,Carroll,0,76230,0.00,02/16/2023 10:45:41 PM
Cecil2023-02-16T22:45:41,Cecil,4,50237,0.01,02/16/2023 10:45:41 PM
Charles2023-02-16T22:45:41,Charles,0,70731,0.00,02/16/2023 10:45:41 PM
Dorchester2023-02-16T22:45:41,Dorchester,0,19781,0.00,02/16/2023 10:45:41 PM
Frederick2023-02-16T22:45:41,Frederick,0,116399,0.00,02/16/2023 10:45:41 PM
Garrett2023-02-16T22:45:41,Garrett,0,20466,0.00,02/16/2023 10:45:41 PM
Harford2023-02-16T22:45:41,Harford,11,113304,0.01,02/16/2023 10:45:41 PM
Howard2023-02-16T22:45:41,Howard,0,137509,0.00,02/16/2023 10:45:41 PM
Kent2023-02-16T22:45:41,Kent,0,12296,0.00,02/16/2023 10:45:41 PM
Montgomery2023-02-16T22:45:41,Montgomery,1,382964,0.00,02/16/2023 10:45:41 PM
Prince_George's2023-02-16T22:45:41,Prince George's,110,347782,0.03,02/16/2023 10:45:41 PM
Queen_Anne's2023-02-16T22:45:41,Queen Anne's,0,27188,0.00,02/16/2023 10:45:41 PM
Somerset2023-02-16T22:45:41,Somerset,0,11423,0.00,02/16/2023 10:45:41 PM
St._Mary's2023-02-16T22:45:41,St. Mary's,0,55824,0.00,02/16/2023 10:45:41 PM
Talbot2023-02-16T22:45:41,Talbot,0,23605,0.00,02/16/2023 10:45:41 PM
Washington2023-02-16T22:45:41,Washington,0,54074,0.00,02/16/2023 10:45:41 PM
Wicomico2023-02-16T22:45:41,Wicomico,0,49815,0.00,02/16/2023 10:45:41 PM
Worcester2023-02-16T22:45:41,Worcester,0,59658,0.00,02/16/2023 10:45:41 PM
Prince_George's2023-02-18T02:15:35,Prince George's,49,347801,0.01,02/18/2023 02:15:35 AM
Queen_Anne's2023-02-18T02:15:35,Queen Anne's,0,27182,0.00,02/18/2023 02:15:35 AM
Somerset2023-02-18T02:15:35,Somerset,0,11391,0.00,02/18/2023 02:15:35 AM
St._Mary's2023-02-18T02:15:35,St. Mary's,0,55824,0.00,02/18/2023 02:15:35 AM
Carroll2023-02-21T19:15:37,Carroll,0,76235,0.00,02/21/2023 07:15:37 PM
Cecil2023-02-21T19:15:37,Cecil,4,50231,0.01,02/21/2023 07:15:37 PM
Charles2023-02-21T19:15:37,Charles,0,70731,0.00,02/21/2023 07:15:37 PM
Dorchester2023-02-21T19:15:37,Dorchester,0,19776,0.00,02/21/2023 07:15:37 PM
Frederick2023-02-21T19:15:37,Frederick,1,116399,0.00,02/21/2023 07:15:37 PM
Garrett2023-02-21T19:15:37,Garrett,0,20466,0.00,02/21/2023 07:15:37 PM
Harford2023-02-21T19:15:37,Harford,39,113309,0.03,02/21/2023 07:15:37 PM
Howard2023-02-21T19:15:37,Howard,43,136866,0.03,02/21/2023 07:15:37 PM
Kent2023-02-21T19:15:37,Kent,0,12297,0.00,02/21/2023 07:15:37 PM
Montgomery2023-02-21T19:15:37,Montgomery,4,382964,0.00,02/21/2023 07:15:37 PM
Prince_George's2023-02-21T19:15:37,Prince George's,4,347803,0.00,02/21/2023 07:15:37 PM
Queen_Anne's2023-02-21T19:15:37,Queen Anne's,0,27199,0.00,02/21/2023 07:15:37 PM
Somerset2023-02-21T19:15:37,Somerset,0,11424,0.00,02/21/2023 07:15:37 PM
St._Mary's2023-02-21T19:15:37,St. Mary's,0,55824,0.00,02/21/2023 07:15:37 PM
Talbot2023-02-21T19:15:37,Talbot,0,23602,0.00,02/21/2023 07:15:37 PM
Washington2023-02-21T19:15:37,Washington,43,54073,0.08,02/21/2023 07:15:37 PM
Wicomico2023-02-21T19:15:37,Wicomico,0,49868,0.00,02/21/2023 07:15:37 PM
Worcester2023-02-21T19:15:37,Worcester,1,59650,0.00,02/21/2023 07:15:37 PM
Baltimore_City2023-02-23T23:15:41,Baltimore City,4,281881,0.00,02/23/2023 11:15:41 PM
Calvert2023-02-23T23:15:41,Calvert,0,41823,0.00,02/23/2023 11:15:41 PM
Caroline2023-02-23T23:15:41,Caroline,0,16231,0.00,02/23/2023 11:15:41 PM
Carroll2023-02-23T23:15:41,Carroll,4,76245,0.01,02/23/2023 11:15:41 PM
Cecil2023-02-23T23:15:41,Cecil,0,50234,0.00,02/23/2023 11:15:41 PM
Charles2023-02-23T23:15:41,Charles,36,70731,0.05,02/23/2023 11:15:41 PM
Dorchester2023-02-23T23:15:41,Dorchester,0,19776,0.00,02/23/2023 11:15:41 PM
Frederick2023-02-23T23:15:41,Frederick,0,116399,0.00,02/23/2023 11:15:41 PM
Garrett2023-02-23T23:15:41,Garrett,0,20466,0.00,02/23/2023 11:15:41 PM
Harford2023-02-23T23:15:41,Harford,4,113316,0.00,02/23/2023 11:15:41 PM
Talbot2023-02-18T02:15:35,Talbot,0,23523,0.00,02/18/2023 02:15:35 AM
Washington2023-02-18T02:15:35,Washington,0,54074,0.00,02/18/2023 02:15:35 AM
Wicomico2023-02-18T02:15:35,Wicomico,0,49773,0.00,02/18/2023 02:15:35 AM
Allegany2023-02-16T23:00:36,Allegany,0,37532,0.00,02/16/2023 11:00:36 PM
Anne_Arundel2023-02-16T23:00:36,Anne Arundel,4,259960,0.00,02/16/2023 11:00:36 PM
Baltimore2023-02-16T23:00:36,Baltimore,13,375714,0.00,02/16/2023 11:00:36 PM
Baltimore_City2023-02-16T23:00:36,Baltimore City,4,281650,0.00,02/16/2023 11:00:36 PM
Calvert2023-02-16T23:00:36,Calvert,0,41821,0.00,02/16/2023 11:00:36 PM
Caroline2023-02-16T23:00:36,Caroline,0,16234,0.00,02/16/2023 11:00:36 PM
Carroll2023-02-16T23:00:36,Carroll,0,76231,0.00,02/16/2023 11:00:36 PM
Cecil2023-02-16T23:00:36,Cecil,4,50237,0.01,02/16/2023 11:00:36 PM
Charles2023-02-16T23:00:36,Charles,0,70731,0.00,02/16/2023 11:00:36 PM
Dorchester2023-02-16T23:00:36,Dorchester,0,19781,0.00,02/16/2023 11:00:36 PM
Frederick2023-02-16T23:00:36,Frederick,0,116399,0.00,02/16/2023 11:00:36 PM
Garrett2023-02-16T23:00:36,Garrett,0,20466,0.00,02/16/2023 11:00:36 PM
Harford2023-02-16T23:00:36,Harford,11,113302,0.01,02/16/2023 11:00:36 PM
Howard2023-02-16T23:00:36,Howard,0,137526,0.00,02/16/2023 11:00:36 PM
Kent2023-02-16T23:00:36,Kent,0,12296,0.00,02/16/2023 11:00:36 PM
Montgomery2023-02-16T23:00:36,Montgomery,1,382966,0.00,02/16/2023 11:00:36 PM
Prince_George's2023-02-16T23:00:36,Prince George's,110,347794,0.03,02/16/2023 11:00:36 PM
Queen_Anne's2023-02-16T23:00:36,Queen Anne's,0,27188,0.00,02/16/2023 11:00:36 PM
Somerset2023-02-16T23:00:36,Somerset,0,11423,0.00,02/16/2023 11:00:36 PM
Allegany2023-02-19T09:15:33,Allegany,0,37532,0.00,02/19/2023 09:15:33 AM
Anne_Arundel2023-02-19T09:15:33,Anne Arundel,10,259986,0.00,02/19/2023 09:15:33 AM
Baltimore2023-02-19T09:15:33,Baltimore,0,375743,0.00,02/19/2023 09:15:33 AM
Baltimore_City2023-02-19T09:15:33,Baltimore City,0,281728,0.00,02/19/2023 09:15:33 AM
Calvert2023-02-19T09:15:33,Calvert,5,41821,0.01,02/19/2023 09:15:33 AM
Caroline2023-02-19T09:15:33,Caroline,0,16250,0.00,02/19/2023 09:15:33 AM
Carroll2023-02-19T09:15:33,Carroll,0,76237,0.00,02/19/2023 09:15:33 AM
Cecil2023-02-19T09:15:33,Cecil,0,50237,0.00,02/19/2023 09:15:33 AM
Charles2023-02-19T09:15:33,Charles,0,70731,0.00,02/19/2023 09:15:33 AM
Dorchester2023-02-19T09:15:33,Dorchester,0,19786,0.00,02/19/2023 09:15:33 AM
Frederick2023-02-19T09:15:33,Frederick,0,116399,0.00,02/19/2023 09:15:33 AM
Garrett2023-02-19T09:15:33,Garrett,0,20466,0.00,02/19/2023 09:15:33 AM
Harford2023-02-19T09:15:33,Harford,0,113307,0.00,02/19/2023 09:15:33 AM
Howard2023-02-19T09:15:33,Howard,0,136859,0.00,02/19/2023 09:15:33 AM
Kent2023-02-19T09:15:33,Kent,0,12299,0.00,02/19/2023 09:15:33 AM
Montgomery2023-02-19T09:15:33,Montgomery,158,382965,0.04,02/19/2023 09:15:33 AM
Prince_George's2023-02-19T09:15:33,Prince George's,10,347801,0.00,02/19/2023 09:15:33 AM
Queen_Anne's2023-02-19T09:15:33,Queen Anne's,0,27201,0.00,02/19/2023 09:15:33 AM
Somerset2023-02-19T09:15:33,Somerset,0,11431,0.00,02/19/2023 09:15:33 AM
St._Mary's2023-02-19T09:15:33,St. Mary's,0,55824,0.00,02/19/2023 09:15:33 AM
Talbot2023-02-19T09:15:33,Talbot,0,23607,0.00,02/19/2023 09:15:33 AM
Washington2023-02-19T09:15:33,Washington,0,54074,0.00,02/19/2023 09:15:33 AM
Wicomico2023-02-19T09:15:33,Wicomico,0,49886,0.00,02/19/2023 09:15:33 AM
Worcester2023-02-19T09:15:33,Worcester,0,59663,0.00,02/19/2023 09:15:33 AM
Allegany2023-02-19T09:30:33,Allegany,0,37532,0.00,02/19/2023 09:30:33 AM
Anne_Arundel2023-02-19T09:30:33,Anne Arundel,10,259986,0.00,02/19/2023 09:30:33 AM
Baltimore2023-02-19T09:30:33,Baltimore,0,375743,0.00,02/19/2023 09:30:33 AM
Wicomico2023-02-25T22:30:36,Wicomico,0,49914,0.00,02/25/2023 10:30:36 PM
Worcester2023-02-25T22:30:36,Worcester,0,59682,0.00,02/25/2023 10:30:36 PM
Allegany2023-02-25T23:00:51,Allegany,0,37530,0.00,02/25/2023 11:00:51 PM
Anne_Arundel2023-02-25T23:00:51,Anne Arundel,0,260037,0.00,02/25/2023 11:00:51 PM
Baltimore2023-02-25T23:00:51,Baltimore,4,375845,0.00,02/25/2023 11:00:51 PM
Baltimore_City2023-02-25T23:00:51,Baltimore City,0,281977,0.00,02/25/2023 11:00:51 PM
Calvert2023-02-25T23:00:51,Calvert,0,41823,0.00,02/25/2023 11:00:51 PM
Caroline2023-02-25T23:00:51,Caroline,0,16242,0.00,02/25/2023 11:00:51 PM
Carroll2023-02-25T23:00:51,Carroll,0,76245,0.00,02/25/2023 11:00:51 PM
Cecil2023-02-25T23:00:51,Cecil,0,50245,0.00,02/25/2023 11:00:51 PM
Charles2023-02-25T23:00:51,Charles,10,70731,0.01,02/25/2023 11:00:51 PM
Dorchester2023-02-25T23:00:51,Dorchester,0,19780,0.00,02/25/2023 11:00:51 PM
Talbot2023-02-28T02:30:34,Talbot,0,23595,0.00,02/28/2023 02:30:34 AM
Washington2023-02-28T02:30:34,Washington,20,54073,0.04,02/28/2023 02:30:34 AM
Wicomico2023-02-28T02:30:34,Wicomico,0,49909,0.00,02/28/2023 02:30:34 AM
Worcester2023-02-28T02:30:34,Worcester,0,59659,0.00,02/28/2023 02:30:34 AM
Frederick2023-02-25T23:00:51,Frederick,0,116399,0.00,02/25/2023 11:00:51 PM
St._Mary's2023-02-16T23:00:36,St. Mary's,0,55824,0.00,02/16/2023 11:00:36 PM
Talbot2023-02-16T23:00:36,Talbot,0,23605,0.00,02/16/2023 11:00:36 PM
Washington2023-02-16T23:00:36,Washington,0,54074,0.00,02/16/2023 11:00:36 PM
Wicomico2023-02-16T23:00:36,Wicomico,0,49815,0.00,02/16/2023 11:00:36 PM
Baltimore_City2023-02-19T09:30:33,Baltimore City,0,281728,0.00,02/19/2023 09:30:33 AM
Calvert2023-02-19T09:30:33,Calvert,5,41821,0.01,02/19/2023 09:30:33 AM
Caroline2023-02-19T09:30:33,Caroline,0,16250,0.00,02/19/2023 09:30:33 AM
Carroll2023-02-19T09:30:33,Carroll,0,76237,0.00,02/19/2023 09:30:33 AM
Cecil2023-02-19T09:30:33,Cecil,0,50237,0.00,02/19/2023 09:30:33 AM
Charles2023-02-19T09:30:33,Charles,0,70731,0.00,02/19/2023 09:30:33 AM
Dorchester2023-02-19T09:30:33,Dorchester,0,19786,0.00,02/19/2023 09:30:33 AM
Frederick2023-02-19T09:30:33,Frederick,0,116399,0.00,02/19/2023 09:30:33 AM
Garrett2023-02-19T09:30:33,Garrett,0,20466,0.00,02/19/2023 09:30:33 AM
Harford2023-02-19T09:30:33,Harford,0,113307,0.00,02/19/2023 09:30:33 AM
Howard2023-02-19T09:30:33,Howard,0,136859,0.00,02/19/2023 09:30:33 AM
Kent2023-02-19T09:30:33,Kent,0,12299,0.00,02/19/2023 09:30:33 AM
Montgomery2023-02-19T09:30:33,Montgomery,158,382965,0.04,02/19/2023 09:30:33 AM
Prince_George's2023-02-19T09:30:33,Prince George's,10,347801,0.00,02/19/2023 09:30:33 AM
Queen_Anne's2023-02-19T09:30:33,Queen Anne's,0,27201,0.00,02/19/2023 09:30:33 AM
Somerset2023-02-19T09:30:33,Somerset,0,11431,0.00,02/19/2023 09:30:33 AM
St._Mary's2023-02-19T09:30:33,St. Mary's,0,55824,0.00,02/19/2023 09:30:33 AM
Talbot2023-02-19T09:30:33,Talbot,0,23607,0.00,02/19/2023 09:30:33 AM
Washington2023-02-19T09:30:33,Washington,0,54074,0.00,02/19/2023 09:30:33 AM
Wicomico2023-02-19T09:30:33,Wicomico,0,49886,0.00,02/19/2023 09:30:33 AM
Worcester2023-02-19T09:30:33,Worcester,0,59663,0.00,02/19/2023 09:30:33 AM
Kent2023-02-20T09:45:35,Kent,0,12299,0.00,02/20/2023 09:45:35 AM
Montgomery2023-02-20T09:45:35,Montgomery,16,382965,0.00,02/20/2023 09:45:35 AM
Prince_George's2023-02-20T09:45:35,Prince George's,4,347801,0.00,02/20/2023 09:45:35 AM
Queen_Anne's2023-02-20T09:45:35,Queen Anne's,4,27201,0.01,02/20/2023 09:45:35 AM
Somerset2023-02-20T09:45:35,Somerset,2,11430,0.02,02/20/2023 09:45:35 AM
St._Mary's2023-02-20T09:45:35,St. Mary's,1,55824,0.00,02/20/2023 09:45:35 AM
Talbot2023-02-20T09:45:35,Talbot,6,23606,0.03,02/20/2023 09:45:35 AM
Washington2023-02-20T09:45:35,Washington,0,54074,0.00,02/20/2023 09:45:35 AM
Wicomico2023-02-20T09:45:35,Wicomico,2,49886,0.00,02/20/2023 09:45:35 AM
Worcester2023-02-20T09:45:35,Worcester,1,59660,0.00,02/20/2023 09:45:35 AM
Allegany2023-02-21T19:30:37,Allegany,0,37531,0.00,02/21/2023 07:30:37 PM
Anne_Arundel2023-02-21T19:30:37,Anne Arundel,4,259990,0.00,02/21/2023 07:30:37 PM
Baltimore2023-02-21T19:30:37,Baltimore,120,375748,0.03,02/21/2023 07:30:37 PM
Baltimore_City2023-02-21T19:30:37,Baltimore City,32,281734,0.01,02/21/2023 07:30:37 PM
Calvert2023-02-21T19:30:37,Calvert,0,41821,0.00,02/21/2023 07:30:37 PM
Caroline2023-02-21T19:30:37,Caroline,0,16228,0.00,02/21/2023 07:30:37 PM
Carroll2023-02-21T19:30:37,Carroll,0,76235,0.00,02/21/2023 07:30:37 PM
Cecil2023-02-21T19:30:37,Cecil,4,50231,0.01,02/21/2023 07:30:37 PM
Charles2023-02-21T19:30:37,Charles,0,70731,0.00,02/21/2023 07:30:37 PM
Dorchester2023-02-21T19:30:37,Dorchester,0,19776,0.00,02/21/2023 07:30:37 PM
Frederick2023-02-21T19:30:37,Frederick,0,116399,0.00,02/21/2023 07:30:37 PM
Garrett2023-02-21T19:30:37,Garrett,0,20466,0.00,02/21/2023 07:30:37 PM
Harford2023-02-21T19:30:37,Harford,39,113309,0.03,02/21/2023 07:30:37 PM
Howard2023-02-21T19:30:37,Howard,32,136866,0.02,02/21/2023 07:30:37 PM
Kent2023-02-21T19:30:37,Kent,0,12297,0.00,02/21/2023 07:30:37 PM
Montgomery2023-02-21T19:30:37,Montgomery,4,382964,0.00,02/21/2023 07:30:37 PM
Prince_George's2023-02-21T19:30:37,Prince George's,4,347803,0.00,02/21/2023 07:30:37 PM
Queen_Anne's2023-02-21T19:30:37,Queen Anne's,0,27199,0.00,02/21/2023 07:30:37 PM
Somerset2023-02-21T19:30:37,Somerset,0,11424,0.00,02/21/2023 07:30:37 PM
St._Mary's2023-02-21T19:30:37,St. Mary's,0,55824,0.00,02/21/2023 07:30:37 PM
Talbot2023-02-21T19:30:37,Talbot,0,23602,0.00,02/21/2023 07:30:37 PM
Washington2023-02-21T19:30:37,Washington,0,54073,0.00,02/21/2023 07:30:37 PM
Wicomico2023-02-21T19:30:37,Wicomico,0,49868,0.00,02/21/2023 07:30:37 PM
Worcester2023-02-21T19:30:37,Worcester,1,59650,0.00,02/21/2023 07:30:37 PM
Allegany2023-02-21T19:45:38,Allegany,0,37531,0.00,02/21/2023 07:45:38 PM
Worcester2023-02-16T23:00:36,Worcester,0,59658,0.00,02/16/2023 11:00:36 PM
Worcester2023-02-18T02:15:35,Worcester,0,59586,0.00,02/18/2023 02:15:35 AM
Allegany2023-02-16T23:15:38,Allegany,0,37532,0.00,02/16/2023 11:15:38 PM
Anne_Arundel2023-02-16T23:15:38,Anne Arundel,4,259960,0.00,02/16/2023 11:15:38 PM
Baltimore2023-02-16T23:15:38,Baltimore,13,375714,0.00,02/16/2023 11:15:38 PM
Baltimore_City2023-02-16T23:15:38,Baltimore City,4,281650,0.00,02/16/2023 11:15:38 PM
Calvert2023-02-16T23:15:38,Calvert,0,41821,0.00,02/16/2023 11:15:38 PM
Caroline2023-02-16T23:15:38,Caroline,0,16234,0.00,02/16/2023 11:15:38 PM
Carroll2023-02-16T23:15:38,Carroll,0,76231,0.00,02/16/2023 11:15:38 PM
Cecil2023-02-16T23:15:38,Cecil,0,50237,0.00,02/16/2023 11:15:38 PM
Charles2023-02-16T23:15:38,Charles,0,70731,0.00,02/16/2023 11:15:38 PM
Allegany2023-02-19T09:45:35,Allegany,0,37532,0.00,02/19/2023 09:45:35 AM
Anne_Arundel2023-02-19T09:45:35,Anne Arundel,10,259986,0.00,02/19/2023 09:45:35 AM
Baltimore2023-02-19T09:45:35,Baltimore,8,375743,0.00,02/19/2023 09:45:35 AM
Baltimore_City2023-02-19T09:45:35,Baltimore City,0,281728,0.00,02/19/2023 09:45:35 AM
Calvert2023-02-19T09:45:35,Calvert,5,41821,0.01,02/19/2023 09:45:35 AM
Caroline2023-02-19T09:45:35,Caroline,0,16250,0.00,02/19/2023 09:45:35 AM
Carroll2023-02-19T09:45:35,Carroll,0,76237,0.00,02/19/2023 09:45:35 AM
Cecil2023-02-19T09:45:35,Cecil,0,50237,0.00,02/19/2023 09:45:35 AM
Charles2023-02-19T09:45:35,Charles,0,70731,0.00,02/19/2023 09:45:35 AM
Dorchester2023-02-19T09:45:35,Dorchester,0,19786,0.00,02/19/2023 09:45:35 AM
Frederick2023-02-19T09:45:35,Frederick,0,116399,0.00,02/19/2023 09:45:35 AM
Anne_Arundel2023-02-21T19:45:38,Anne Arundel,4,259990,0.00,02/21/2023 07:45:38 PM
Baltimore2023-02-21T19:45:38,Baltimore,118,375748,0.03,02/21/2023 07:45:38 PM
Baltimore_City2023-02-21T19:45:38,Baltimore City,33,281734,0.01,02/21/2023 07:45:38 PM
Calvert2023-02-21T19:45:38,Calvert,0,41821,0.00,02/21/2023 07:45:38 PM
Caroline2023-02-21T19:45:38,Caroline,0,16228,0.00,02/21/2023 07:45:38 PM
Carroll2023-02-21T19:45:38,Carroll,0,76235,0.00,02/21/2023 07:45:38 PM
Cecil2023-02-21T19:45:38,Cecil,0,50231,0.00,02/21/2023 07:45:38 PM
Charles2023-02-21T19:45:38,Charles,0,70731,0.00,02/21/2023 07:45:38 PM
Dorchester2023-02-21T19:45:38,Dorchester,4,19776,0.02,02/21/2023 07:45:38 PM
Frederick2023-02-21T19:45:38,Frederick,0,116399,0.00,02/21/2023 07:45:38 PM
Garrett2023-02-21T19:45:38,Garrett,0,20466,0.00,02/21/2023 07:45:38 PM
Harford2023-02-21T19:45:38,Harford,39,113309,0.03,02/21/2023 07:45:38 PM
Howard2023-02-21T19:45:38,Howard,14,136866,0.01,02/21/2023 07:45:38 PM
Kent2023-02-21T19:45:38,Kent,0,12297,0.00,02/21/2023 07:45:38 PM
Montgomery2023-02-21T19:45:38,Montgomery,4,382964,0.00,02/21/2023 07:45:38 PM
Prince_George's2023-02-21T19:45:38,Prince George's,8,347803,0.00,02/21/2023 07:45:38 PM
Queen_Anne's2023-02-21T19:45:38,Queen Anne's,0,27199,0.00,02/21/2023 07:45:38 PM
Somerset2023-02-21T19:45:38,Somerset,0,11424,0.00,02/21/2023 07:45:38 PM
St._Mary's2023-02-21T19:45:38,St. Mary's,0,55824,0.00,02/21/2023 07:45:38 PM
Talbot2023-02-21T19:45:38,Talbot,0,23602,0.00,02/21/2023 07:45:38 PM
Washington2023-02-21T19:45:38,Washington,0,54073,0.00,02/21/2023 07:45:38 PM
Wicomico2023-02-21T19:45:38,Wicomico,0,49868,0.00,02/21/2023 07:45:38 PM
Worcester2023-02-21T19:45:38,Worcester,0,59650,0.00,02/21/2023 07:45:38 PM
Howard2023-02-23T23:15:41,Howard,9,136887,0.01,02/23/2023 11:15:41 PM
Kent2023-02-23T23:15:41,Kent,0,12298,0.00,02/23/2023 11:15:41 PM
Montgomery2023-02-23T23:15:41,Montgomery,0,382945,0.00,02/23/2023 11:15:41 PM
Prince_George's2023-02-23T23:15:41,Prince George's,8,347824,0.00,02/23/2023 11:15:41 PM
Queen_Anne's2023-02-23T23:15:41,Queen Anne's,0,27189,0.00,02/23/2023 11:15:41 PM
Somerset2023-02-23T23:15:41,Somerset,0,11420,0.00,02/23/2023 11:15:41 PM
Allegany2023-02-25T22:46:19,Allegany,0,37530,0.00,02/25/2023 10:46:19 PM
Anne_Arundel2023-02-25T22:46:19,Anne Arundel,0,260030,0.00,02/25/2023 10:46:19 PM
Baltimore2023-02-25T22:46:19,Baltimore,4,375835,0.00,02/25/2023 10:46:19 PM
Baltimore_City2023-02-25T22:46:19,Baltimore City,0,281955,0.00,02/25/2023 10:46:19 PM
Calvert2023-02-25T22:46:19,Calvert,0,41823,0.00,02/25/2023 10:46:19 PM
